timestamp,open,high,low,close,volume
2023-11-20 00:00:00+00:00,70.56,70.7,70.08,70.29,32438.139
2023-11-20 04:00:00+00:00,70.29,70.52,70.01,70.51,30696.117
2023-11-20 08:00:00+00:00,70.52,71.02,70.2,70.41,63467.754
2023-11-20 12:00:00+00:00,70.41,70.71,69.36,70.47,79867.1
2023-11-20 16:00:00+00:00,70.47,70.88,69.38,70.01,95238.33
2023-11-20 20:00:00+00:00,70.01,70.16,68.62,69.51,61509.296
2023-11-21 00:00:00+00:00,69.52,70.5,69.01,69.8,59268.185
2023-11-21 04:00:00+00:00,69.81,69.98,69.25,69.49,32026.782
2023-11-21 08:00:00+00:00,69.49,70.32,69.37,70.07,66518.025
2023-11-21 12:00:00+00:00,70.07,71.87,67.88,69.46,247308.381
2023-11-21 16:00:00+00:00,69.45,70.03,66.75,68.06,195791.957
2023-11-21 20:00:00+00:00,68.07,68.85,65.12,66.15,165406.26
2023-11-22 00:00:00+00:00,66.15,67.63,65.96,67.61,67237.18
2023-11-22 04:00:00+00:00,67.61,67.97,67.39,67.59,38841.562
2023-11-22 08:00:00+00:00,67.6,67.9,67.45,67.56,59500.768
2023-11-22 12:00:00+00:00,67.57,67.92,67.15,67.43,68566.095
2023-11-22 16:00:00+00:00,67.43,68.54,67.05,68.45,102664.685
2023-11-22 20:00:00+00:00,68.44,69.15,68.26,68.7,75044.862
2023-11-23 00:00:00+00:00,68.7,69.36,68.57,69.12,59672.993
2023-11-23 04:00:00+00:00,69.12,70.76,68.8,70.33,114871.151
2023-11-23 08:00:00+00:00,70.33,70.54,68.83,69.24,137329.425
2023-11-23 12:00:00+00:00,69.23,69.34,68.38,68.54,65043.703
2023-11-23 16:00:00+00:00,68.55,69.58,68.49,69.48,77610.064
2023-11-23 20:00:00+00:00,69.49,69.69,69.39,69.51,32978.257
2023-11-24 00:00:00+00:00,69.51,69.93,69.47,69.63,30481.839
2023-11-24 04:00:00+00:00,69.64,69.88,69.43,69.8,32486.404
2023-11-24 08:00:00+00:00,69.81,70.52,69.5,69.99,105202.898
2023-11-24 12:00:00+00:00,69.98,70.91,69.95,70.52,80285.259
2023-11-24 16:00:00+00:00,70.53,71.77,70.2,70.9,123916.941
2023-11-24 20:00:00+00:00,70.9,70.98,70.12,70.73,59000.557
2023-11-25 00:00:00+00:00,70.72,72.5,70.48,71.47,92655.183
2023-11-25 04:00:00+00:00,71.47,71.57,71.2,71.41,31473.55
2023-11-25 08:00:00+00:00,71.41,71.57,70.72,70.94,55000.997
2023-11-25 12:00:00+00:00,70.93,71.65,70.86,71.56,44347.096
2023-11-25 16:00:00+00:00,71.56,71.83,71.41,71.58,42628.724
2023-11-25 20:00:00+00:00,71.59,71.89,71.29,71.87,34462.008
2023-11-26 00:00:00+00:00,71.87,71.87,71.14,71.46,50252.271
2023-11-26 04:00:00+00:00,71.45,71.57,71.08,71.25,35940.091
2023-11-26 08:00:00+00:00,71.25,71.28,70.8,70.83,42440.567
2023-11-26 12:00:00+00:00,70.84,70.9,70.05,70.23,74046.147
2023-11-26 16:00:00+00:00,70.22,70.3,68.91,69.68,113404.583
2023-11-26 20:00:00+00:00,69.69,70.3,69.62,70.03,57668.397
2023-11-27 00:00:00+00:00,70.03,70.5,68.98,69.43,48189.209
2023-11-27 04:00:00+00:00,69.44,70.07,69.05,69.73,42868.192
